"Date","RegionID","RegionName","State","Metro","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI" 
2016-05-31,770,"Union","NC","Charlotte",283,200300,0.00300450676014021,0.012639029322548,0.0586680761099366,0.0411815266943965,0.0144675203333389,"2016-05","2016-Q2",200300,0,"2016-05"
2016-05-31,2086,"Whatcom","WA","Bellingham",284,308300,0.00982640026203734,0.0436696005416385,0.105017921146953,0.0418154122226015,0.00867071484640825,"2016-05","2016-Q2",308300,0,"2016-05"
2016-05-31,2648,"Champaign","IL","Champaign-Urbana",285,132700,-0.00150489089541008,-0.0074794315632012,0.0168582375478927,0.00319543946582157,-0.000600873053653528,"2007-11","2007-Q4",135300,-0.0192165558019217,"2007-06"
2016-05-31,340,"Yolo","CA","Sacramento",286,374000,0.00429645542427497,0.0171335327712809,0.0691823899371069,0.0909660785014497,-0.0225678593569517,"2006-03","2006-Q1",473700,-0.210470762085708,"2004-08"
2016-05-31,895,"Broome","NY","Binghamton",287,94700,-0.00941422594142259,-0.0287179487179487,-0.0697445972495088,-0.0126030928046086,0.00202879125770239,"2010-02","2010-Q1",110200,-0.14065335753176,"2006-08"
2016-05-31,2509,"Richmond","GA","Augusta",288,80300,-0.00124378109452736,-0.01230012300123,0.0229299363057325,-0.00849637733473918,-0.00900225325563564,"2007-12","2007-Q4",92400,-0.130952380952381,"2004-07"
2016-05-31,3129,"Saint Louis","MN","Duluth",289,126300,0,0.00397456279809221,0.0498753117206983,0.0166342273996125,,"2016-03","2016-Q1",126400,-0.000791139240506329,"2016-03"
2016-05-31,1210,"Mohave","AZ","Lake Havasu City",290,170900,0.00234604105571848,0.0106445890005914,0.0484662576687117,0.0526939367451109,-0.0326580307344907,"2006-07","2006-Q3",239000,-0.284937238493724,"2004-09"
2016-05-31,2010,"Saginaw","MI","Saginaw",291,70900,0.00282885431400283,-0.00421348314606742,0.0085348506401138,-0.00196299887830409,-0.0213748868121806,"2005-03","2005-Q1",93500,-0.241711229946524,"1998-06"
2016-05-31,1691,"Elkhart","IN","Elkhart",292,122100,-0.00326530612244898,-0.0129345189975748,0.00909090909090909,0.0210913467099034,-0.00431824778780343,"2008-06","2008-Q2",133200,-0.0833333333333333,"2005-06"
2016-05-31,2526,"Sangamon","IL","Springfield",293,121900,-0.00245499181669394,-0.00408496732026144,0.0499569336778639,0.0158181257955186,0.00877672460202694,"2016-03","2016-Q1",122400,-0.00408496732026144,"2016-01"
2016-05-31,2206,"Clermont","OH","Cincinnati",294,150700,0.00199468085106383,0.00533689126084056,0.0258679373723622,0.0174686620169526,-0.0022933019055984,"2006-11","2006-Q4",160100,-0.0587133041848844,"2005-07"
2016-05-31,347,"Yuma","AZ","Yuma",295,122300,0.0065843621399177,0.00163800163800164,-0.0168810289389068,0.0101115766009237,-0.0350862328022118,"2006-09","2006-Q3",180200,-0.321309655937847,"2004-12"
2016-05-31,1348,"Racine","WI","Racine",296,146200,0.00758097863542385,0.013869625520111,0.03909026297086,0.00613030049352847,-0.0198731603564963,"2007-06","2007-Q2",181600,-0.194933920704846,"2004-04"
2016-05-31,1381,"Shelby","AL","Birmingham",297,184700,-0.000541125541125541,0.0021703743895822,0.0137211855104281,0.0194989118299493,0.00213642283074034,"2008-04","2008-Q2",186500,-0.0096514745308311,"2008-01"
2016-05-31,890,"Brazos","TX","College Station",298,174500,0.0063437139561707,0.0252643948296122,0.100946372239748,0.0357402909743907,0.0247140517743709,"2016-05","2016-Q2",174500,0,"2016-05"
2016-05-31,3043,"Tuscaloosa","AL","Tuscaloosa",299,151600,-0.000659195781147001,0.00198281559814937,0.00530503978779841,0.0259086092184391,0.00446109426450136,"2015-11","2015-Q4",154700,-0.0200387847446671,"2015-08"
2016-05-31,1832,"Kanawha","WV","Charleston",300,95400,0.0138150903294368,0.0369565217391304,0.0553097345132743,0.0250478994705523,0.029690813390238,"2016-05","2016-Q2",95400,0,"2016-05"
2016-05-31,2644,"Calcasieu","LA","Lake Charles",301,158300,0.00699745547073791,0.02925877763329,0.116361071932299,0.0440614200497849,0.0368834246998442,"2016-05","2016-Q2",158300,0,"2016-05"
2016-05-31,118,"Clay","FL","Jacksonville",302,166300,0.00301568154402895,0.01278928136419,0.0505369551484523,0.0347343036579113,-0.0202733436953949,"2006-11","2006-Q4",208800,-0.203544061302682,"2005-04"
2016-05-31,3128,"Saint Johns","FL","Jacksonville",303,266300,0.00414781297134238,0.0156369183829138,0.0365901128843908,0.0521804353322373,-0.0211592265682049,"2006-07","2006-Q3",331900,-0.19764989454655,"2005-03"
2016-05-31,2955,"Litchfield","CT","Torrington",304,226700,0.00309734513274336,0.00979955456570156,0.00176756517896597,-0.0102629677881637,-0.0234455224239112,"2006-11","2006-Q4",289900,-0.218006209037599,"2003-11"
2016-05-31,2448,"Muscogee","GA","Columbus",305,95100,-0.00523012552301255,-0.00418848167539267,0.00316455696202532,-0.0201706840826634,,"2010-09","2010-Q3",108800,-0.125919117647059,
2016-05-31,913,"Canyon","ID","Boise City",306,137600,0.00658376005852231,0.026865671641791,0.0860299921073402,0.0817341587667397,-0.0017989327616651,"2007-08","2007-Q3",171800,-0.19906868451688,"2006-05"
2016-05-31,2122,"Anderson","SC","Greenville",307,121900,0.00743801652892562,0.0141430948419301,0.0664916885389326,0.0344694418654681,0.0193904777866203,"2016-05","2016-Q2",121900,0,"2016-05"
2016-05-31,1314,"Peoria","IL","Peoria",308,100500,0.0029940119760479,0.003996003996004,0.0131048387096774,-0.000397535406929661,0.0018089122173286,"2010-04","2010-Q2",105200,-0.0446768060836502,"2007-03"
2016-05-31,1092,"Hawaii","HI","Hilo",309,325600,0.00618046971569839,0.0152790770190209,0.0523594053005818,0.0488645455955055,-0.0195325764242437,"2006-06","2006-Q2",398700,-0.183345874090795,"2005-03"
2016-05-31,905,"Butler","PA","Pittsburgh",310,191200,0.00262191924488726,0.0105708245243129,0.0268528464017186,0.029041941232933,0.0121195612147122,"2016-05","2016-Q2",191200,0,"2016-05"
2016-05-31,3080,"Williamson","TN","Nashville",311,395000,0.00279258695100279,0.0117827868852459,0.0716223548562127,0.0567033723383992,0.0299359253764218,"2016-05","2016-Q2",395000,0,"2016-05"
2016-05-31,1448,"Ulster","NY","Kingston",312,186100,0.000537634408602151,0.00976668475311991,0.0136165577342048,-0.0103125562808388,-0.0263250208199682,"2006-08","2006-Q3",247200,-0.247168284789644,"2003-12"
2016-05-31,1525,"Baldwin","AL","Daphne",313,193300,0.00311364815775817,0.00677083333333333,0.0494028230184582,0.04582898496138,-0.0128101930871194,"2006-06","2006-Q2",221000,-0.125339366515837,"2005-07"
2016-05-31,2691,"El Dorado","CA","Sacramento",314,396700,0.00915797506995675,0.0242705912729151,0.0641094420600858,0.0729305206616562,-0.0185319149666392,"2006-05","2006-Q2",478300,-0.170604223290822,"2004-11"
2016-05-31,2959,"Livingston","MI","Detroit",315,224700,0.00626959247648903,0.0185856754306437,0.0436600092893637,0.0758491756928543,-0.00370614276553238,"2005-12","2005-Q4",237600,-0.0542929292929293,"2003-06"
2016-05-31,2460,"Okaloosa","FL","Crestview-Fort Walton Beach-Destin",316,183100,0.00383771929824561,0.00438837081733406,0.00825991189427313,0.0270821144618991,-0.0302743130891309,"2005-12","2005-Q4",256400,-0.28588143525741,"2004-11"
2016-05-31,3278,"Newport News City","VA","Virginia Beach",317,165800,0.000603500301750151,0,0.00606796116504854,-0.00638954369439826,-0.0110044115153162,"2007-11","2007-Q4",200000,-0.171,"2005-09"
2016-05-31,3146,"Vanderburgh","IN","Evansville",318,103000,0.00292112950340798,-0.00483091787439614,0.0137795275590551,0.0152354419923031,0.000780035115280908,"2015-12","2015-Q4",107000,-0.0373831775700935,"2015-07"
2016-05-31,172,"Hall","GA","Gainesville",319,158100,0.00700636942675159,0.0147625160462131,0.0963938973647712,0.0486077986240616,-0.00444352426374184,"2007-07","2007-Q3",168200,-0.0600475624256837,"2005-10"
2016-05-31,2159,"Cabarrus","NC","Charlotte",320,162200,0.0043343653250774,0.0194846008799497,0.0629095674967235,0.0243736363149201,0.0142495402317731,"2016-05","2016-Q2",162200,0,"2016-05"
2016-05-31,2023,"Shawnee","KS","Topeka",321,103200,-0.00386100386100386,-0.00769230769230769,0.0434782608695652,0.00392168901540679,,"2008-08","2008-Q3",120800,-0.145695364238411,
2016-05-31,2141,"Berkeley","SC","Charleston",322,167700,0.000596658711217184,0.00599880023995201,0.0587121212121212,0.02923202082673,0.00661486858629501,"2016-05","2016-Q2",167700,0,"2016-05"
2016-05-31,1285,"Onslow","NC","Jacksonville",323,132200,0.00455927051671732,0.016141429669485,-0.00226415094339623,-0.0248173532595859,0.00537489977362871,"2010-05","2010-Q2",153700,-0.139882888744307,"2006-10"
2016-05-31,1380,"Shasta","CA","Redding",324,216100,0.0159849553361542,0.0394420394420394,0.00698974836905871,0.0460998347587966,-0.026265481474963,"2006-03","2006-Q1",284800,-0.24122191011236,"2004-09"
2016-05-31,2820,"Outagamie","WI","Appleton",325,148500,0.00677966101694915,0.0164271047227926,0.0341225626740947,0.0180411590762515,0.0091289754967423,"2016-05","2016-Q2",148500,0,"2016-05"
2016-05-31,1711,"Forsyth","GA","Atlanta",326,283000,0.00247963159759122,0.0089126559714795,0.0683276708191771,0.0514625867292093,0.00754792461267262,"2016-05","2016-Q2",283000,0,"2016-05"
2016-05-31,872,"Benton","WA","Kennewick",327,237700,0.0110591237771161,0.0379912663755459,0.0673551863493489,0.0626736660773526,0.0466261778001273,"2016-05","2016-Q2",237700,0,"2016-05"
2016-05-31,2354,"Imperial","CA","El Centro",328,176500,0.00455321570859419,0.0339777387229057,0.112161310649023,0.0886988901306562,-0.0358984961931976,"2006-09","2006-Q3",258900,-0.318269602162997,"2004-10"
2016-05-31,2249,"Delaware","OH","Columbus",329,267600,0.00488171235448742,0.0163311811621724,0.0461297888975762,0.0346439200113811,0.0109449024592645,"2016-05","2016-Q2",267600,0,"2016-05"
2016-05-31,3041,"Tippecanoe","IN","Lafayette-West Lafayette",330,129200,-0.00231660231660232,-0.0137404580152672,-0.0408314773570898,0.00824984914297699,0.0015613116240587,"2015-08","2015-Q3",137300,-0.0589949016751639,"2014-11"
2016-05-31,2341,"Hernando","FL","Tampa",331,127900,0.00788022064617809,0.0240192153722978,0.0978540772532189,0.0553467964294894,-0.0430984286735812,"2006-08","2006-Q3",200000,-0.3605,"2004-06"
2016-05-31,1191,"Medina","OH","Cleveland",332,176700,-0.000565610859728507,0.00170068027210884,0.0430932703659976,0.0264196326633499,-0.000113115785935869,"2006-05","2006-Q2",176900,-0.00113058224985868,"2006-04"
2016-05-31,2982,"Montgomery","TN","Clarksville",333,140200,0.00142857142857143,0.00501792114695341,0.0226112326768782,0.0142872525116942,0.0244625084839487,"2015-12","2015-Q4",140800,-0.00426136363636364,"2015-11"
2016-05-31,2449,"Muskegon","MI","Muskegon",334,100100,0.00907258064516129,0.0298353909465021,0.0916030534351145,0.0374276413668511,-0.00109231004781585,"2007-02","2007-Q1",102900,-0.0272108843537415,"2005-08"
2016-05-31,1225,"Monroe","PA","East Stroudsburg",335,126900,0.000788643533123028,0.0015785319652723,-0.0109119251753702,-0.0259110467945783,-0.0413598220805577,"2007-01","2007-Q1",197800,-0.358442871587462,"2002-07"
2016-05-31,1186,"McLean","IL","Bloomington",336,141200,-0.00212014134275618,-0.00141442715700141,0.00141843971631206,0.0103717242507708,0.00405499428659639,"2008-10","2008-Q4",143900,-0.0187630298818624,"2007-07"
2016-05-31,2360,"Johnston","NC","Raleigh",337,152900,0.00130975769482646,0.00990752972258917,0.0275537634408602,0.0216076833733463,0.0105256800198164,"2016-05","2016-Q2",152900,0,"2016-05"
2016-05-31,67,"Bay","FL","Panama City",338,174700,0.00924321201617562,0.0180652680652681,0.0492492492492492,0.0364027049773226,-0.0339607435894086,"2006-01","2006-Q1",250000,-0.3012,"2004-08"
2016-05-31,283,"Pitt","NC","Greenville",339,111400,0.0036036036036036,0.0108892921960073,0.00723327305605787,-0.00196324913061607,0.00117451758262721,"2010-02","2010-Q1",118200,-0.0575296108291032,"2009-12"
2016-05-31,1595,"Carroll","MD","Baltimore",340,300800,0.000998336106489185,0.00266666666666667,0.0124537192864355,0.0160360515655236,-0.0150064447548676,"2006-05","2006-Q2",349900,-0.140325807373535,"2005-03"
2016-05-31,2878,"Winnebago","WI","Oshkosh",341,144200,0.0034794711203897,0.0076869322152341,-0.0263335584064821,0.0110357718417438,0.00182116066157678,"2015-06","2015-Q2",148100,-0.0263335584064821,"2014-12"
2016-05-31,1837,"Kenosha","WI","Chicago",342,153100,0.00723684210526316,0.0261394101876676,0.0774102744546094,0.0145957534885526,-0.0125444906635708,"2007-04","2007-Q2",176700,-0.133559705715903,"2004-01"
2016-05-31,202,"Kent","RI","Providence",343,204900,0.00391964723174914,0.0158651462568171,0.119060622610595,0.0189963407690197,-0.0231582354955326,"2006-06","2006-Q2",259000,-0.208880308880309,"2004-01"
2016-05-31,2800,"Middlesex","CT","Hartford",344,256200,0.00117233294255569,0.00431203449627597,0.0239808153477218,0.00133239754835079,-0.0144029223333995,"2006-11","2006-Q4",300100,-0.146284571809397,"2004-09"
2016-05-31,1330,"Porter","IN","Chicago",345,166800,-0.003584229390681,-0.0153482880755608,-0.0408280621046579,0.000119947226673078,0.00200024779068353,"2015-08","2015-Q3",174900,-0.0463121783876501,"2013-05"
2016-05-31,3123,"Saint Clair","MI","Detroit",346,133900,0.00601051840721262,0.0213577421815408,0.0842105263157895,0.0668205184250936,-0.0135035613613016,"2005-07","2005-Q3",159100,-0.158390949088624,"2000-09"
2016-05-31,2242,"Davidson","NC","Winston-Salem",347,117900,0.0051150895140665,0.00597269624573379,0.0378521126760563,0.0158216425380922,,"2016-05","2016-Q2",117900,0,"2016-05"
2016-05-31,395,"Boone","MO","Columbia",348,150600,0.00132978723404255,0.00803212851405622,0.0258855585831063,0.0170393966683691,-0.000990597424057271,"2005-03","2005-Q1",155000,-0.0283870967741936,"2004-12"
2016-05-31,199,"Kent","DE","Dover",349,174700,-0.00228440890919475,0.0240328253223916,0.0252347417840376,0.0129681759679681,-0.00353641352068534,"2007-06","2007-Q2",192500,-0.0924675324675325,"2006-03"
2016-05-31,2138,"Beaufort","SC","Hilton Head Island",350,282700,0.00319375443577005,0.0139885222381636,0.047037037037037,0.02988135664257,-0.0189196432532031,"2006-08","2006-Q3",349100,-0.190203380120309,"2005-04"
2016-05-31,1061,"Greene","OH","Dayton",351,145100,0,0.00207182320441989,0.0182456140350877,0.0056065182322087,-0.00143587278727453,"2004-02","2004-Q1",170100,-0.146972369194591,
2016-05-31,1975,"Portage","OH","Akron",352,146800,0.00136425648021828,0.0131124913733609,0.0493209435310936,0.0178068217720722,-0.00327799262969164,"2003-09","2003-Q3",152800,-0.0392670157068063,"2003-07"
2016-05-31,983,"DeSoto","MS","Memphis",353,137800,0.013980868285504,0.061633281972265,0.0575594781273983,,,"2016-05","2016-Q2",137800,0,"2016-05"
2016-05-31,1407,"Sumner","TN","Nashville",354,188500,0.00694444444444444,0.0211267605633803,0.0978450786255096,0.039374524824725,0.0268672572961342,"2016-05","2016-Q2",188500,0,"2016-05"
2016-05-31,308,"Rock","WI","Janesville",355,122100,0.0107615894039735,0.0149625935162095,0.0571428571428571,0.026753938082966,0.000081936994992482,"2007-05","2007-Q2",126400,-0.0340189873417722,"2006-06"
2016-05-31,1802,"Jackson","MI","Jackson",356,117900,0.00340425531914894,0.00597269624573379,0.0757299270072993,0.049268932588862,-0.0048711525381101,"2005-12","2005-Q4",126800,-0.0701892744479495,"2003-08"
2016-05-31,365,"Aiken","SC","Augusta",357,98500,0.0123329907502569,0.035751840168244,0.00101626016260163,0.0207206333572485,,"2015-07","2015-Q3",100000,-0.015,"2015-06"
2016-05-31,2650,"Charlotte","FL","Punta Gorda",358,181600,0.00665188470066519,0.0265686828716789,0.103280680437424,0.0755021870168129,-0.0281842811477075,"2006-04","2006-Q2",242500,-0.251134020618557,"2004-10"
2016-05-31,1133,"Kenton","KY","Cincinnati",359,134100,0.00675675675675676,0.0151400454201363,0.0291634689178818,0.01513003947477,0.00537555795022948,"2016-05","2016-Q2",134100,0,"2016-05"
2016-05-31,1789,"Iredell","NC","Charlotte",360,149300,0.000670241286863271,0.00134138162307176,0.0803183791606368,0.0257152463788834,0.0137048846622887,"2016-05","2016-Q2",149300,0,"2016-05"
2016-05-31,3004,"Rensselaer","NY","Albany",361,165500,0.00181598062953995,0.00120992135511192,0.0116136919315403,0.000726656937636072,0.000545439355392086,"2008-08","2008-Q3",177200,-0.0660270880361174,"2006-06"
2016-05-31,1337,"Pueblo","CO","Pueblo",362,128600,0.00704776820673453,0.0157977883096366,0.0761506276150628,0.0330567062182432,0.00421750892678063,"2016-05","2016-Q2",128600,0,"2016-05"
2016-05-31,704,"Sarpy","NE","Omaha",363,175400,0.00573394495412844,0.0209545983701979,0.0390995260663507,0.0313691141592001,0.018167420831672,"2016-05","2016-Q2",175400,0,"2016-05"
2016-05-31,2714,"Hampshire","MA","Springfield",364,250200,0.0008,0.0113177041228779,0.0330305532617671,0.0126139093960127,-0.00150623139170258,"2006-05","2006-Q2",254000,-0.0149606299212598,"2005-10"
2016-05-31,2679,"Deschutes","OR","Bend",365,313400,0.0109677419354839,0.0309210526315789,0.133044107013738,0.103419608718626,-0.00436069792703564,"2006-09","2006-Q3",345300,-0.0923834346944686,"2006-04"
2016-05-31,2881,"Wyandotte","KS","Kansas City",366,73200,0.00273972602739726,0.00687757909215956,0.0780559646539028,0.00783093418655345,-0.015181484838629,"2007-09","2007-Q3",96200,-0.239085239085239,"2003-01"
2016-05-31,2913,"Cumberland","NJ","Vineland",367,135600,0.0029585798816568,0.00892857142857143,0.0104321907600596,-0.011536620423767,-0.018235761582419,"2007-08","2007-Q3",170200,-0.203290246768508,"2005-05"
2016-05-31,2569,"Sullivan","TN","Kingsport",368,121300,0.00663900414937759,0.0184718723761545,0.00915141430948419,0.0153573055279079,0.0141495890275749,"2016-05","2016-Q2",121300,0,"2016-05"
2016-05-31,1544,"Berrien","MI","Niles",369,127200,0.00315457413249211,0.00394632991318074,0.0349877949552482,0.0173801292693652,-0.00263438050707099,"2007-10","2007-Q4",132600,-0.0407239819004525,"2006-01"
2016-05-31,2901,"Chittenden","VT","Burlington",370,273100,-0.00146252285191956,-0.000366032210834553,0.0384030418250951,0.0163731764500876,-0.00366012319549736,"2005-11","2005-Q4",292500,-0.0663247863247863,"2005-01"
2016-05-31,250,"Maui","HI","Kahului",371,560100,-0.000535331905781585,-0.002493321460374,0.0282724435469066,0.0697555703258896,-0.0124880813486228,"2006-11","2006-Q4",640200,-0.125117150890347,"2005-07"
2016-05-31,3137,"Schenectady","NY","Albany",372,148200,0.000675219446320054,-0.00403225806451613,0,-0.00790613049154243,-0.00713428534938509,"2007-06","2007-Q2",167400,-0.114695340501792,"2005-09"
2016-05-31,1604,"Catawba","NC","Hickory",373,111200,0.0054249547920434,0.0136736554238833,0.0451127819548872,0.0130885656323037,0.0118934489327318,"2009-09","2009-Q3",112500,-0.0115555555555556,"2009-04"
2016-05-31,930,"Centre","PA","State College",374,210700,0.00333333333333333,0.00717017208413002,0.0110364683301344,0.0310820394550713,0.0181580205721685,"2016-05","2016-Q2",210700,0,"2016-05"
2016-05-31,2468,"Ouachita","LA","Monroe",375,109800,-0.00723327305605787,-0.0231316725978648,0.0754162585700294,0.0609039263544626,0.00505582312120967,"2009-02","2009-Q1",121500,-0.0962962962962963,"2006-12"
2016-05-31,580,"Kings","CA","Hanford",376,171200,0.00765155974102413,0.0239234449760766,0.0567901234567901,0.0466502485193676,-0.0276460439445364,"2006-06","2006-Q2",226900,-0.245482591449978,"2005-01"
2016-05-31,2054,"Tolland","CT","Hartford",377,216900,0,0.003701989819528,0.00836820083682008,-0.0137098732148057,-0.0173928941687498,"2007-04","2007-Q2",265500,-0.183050847457627,"2004-04"
2016-05-31,1220,"Monroe","MI","Monroe",378,145500,0.0041407867494824,0.0132311977715877,0.052821997105644,0.0417311743820332,-0.00770444676062265,"2005-08","2005-Q3",158500,-0.082018927444795,"2003-03"
2016-05-31,3026,"Santa Rosa","FL","Pensacola",379,172300,-0.000580046403712297,0.00466472303206997,0.0207345971563981,0.0279711279418589,-0.017562121583494,"2006-04","2006-Q2",206100,-0.163998059194566,"2005-03"
2016-05-31,2117,"Alamance","NC","Burlington",380,127800,0.00156739811912226,0.00788643533123028,0.0298146655922643,0.0103281031099012,0.00126065313960266,"2016-05","2016-Q2",127800,0,"2016-05"
2016-05-31,1827,"Johnson","TX","Dallas-Fort Worth",381,155500,0.00517129928894635,0.0257255936675462,0.162182361733931,0.0498937189790762,0.0233079392471092,"2016-05","2016-Q2",155500,0,"2016-05"
2016-05-31,1156,"Madera","CA","Madera",382,202000,0.00647732934728451,0.0171198388721047,0.0498960498960499,0.0682599598326867,-0.0436096166110733,"2006-08","2006-Q3",318000,-0.364779874213836,"2004-05"
2016-05-31,113,"Cass","ND","Fargo",383,207500,0.0102239532619279,0.0318249627051218,0.0619242579324463,0.065070718957142,0.0372793466519659,"2016-05","2016-Q2",207500,0,"2016-05"
2016-05-31,2289,"Franklin","PA","Chambersburg",384,162400,-0.001230012300123,0.00123304562268804,0.0317662007623888,0.00704294969331021,,"2009-08","2009-Q3",187400,-0.133404482390608,
2016-05-31,498,"Ellis","TX","Dallas-Fort Worth",385,165600,0.0122249388753056,0.0382445141065831,0.124236252545825,0.0457658833370889,0.0191403028998238,"2016-05","2016-Q2",165600,0,"2016-05"
2016-05-31,1413,"Sussex","NJ","New York",386,220400,-0.00361663652802893,0.0022737608003638,0.039622641509434,-0.00857698989103484,-0.0325341958217472,"2007-06","2007-Q2",313900,-0.297865562280981,"2003-07"
2016-05-31,3028,"Schuylkill","PA","Pottsville",387,73200,0.00687757909215956,0.0368271954674221,0.0655021834061135,0.0227904553423663,0.00873910263040134,"2016-05","2016-Q2",73200,0,"2016-05"
2016-05-31,3149,"Yellowstone","MT","Billings",388,200500,0.00300150075037519,0.00905888273779567,0.0762211486849168,0.0319802902513215,0.0213617411063685,"2009-09","2009-Q3",203500,-0.0147420147420147,"2009-08"
2016-05-31,3119,"Rock Island","IL","Davenport",389,94400,-0.00316789862724393,-0.010482180293501,0.00854700854700855,0.0086969618728141,0.00773433568986381,"2016-02","2016-Q1",95400,-0.010482180293501,"2015-12"
2016-05-31,3059,"Washington","MD","Hagerstown",390,165500,-0.00241109101868596,-0.00180940892641737,0.014093137254902,0.0122828452771664,-0.0355968620965599,"2006-05","2006-Q2",237800,-0.3040370058873,"2004-06"
2016-05-31,251,"Mesa","CO","Grand Junction",391,189500,0.00264550264550265,0.00797872340425532,0.0521932259855636,0.0221963024813416,0.00377097746112787,"2008-04","2008-Q2",220700,-0.141368373357499,"2006-08"
2016-05-31,1607,"Charles","MD","Washington",392,275900,0.00363768643142961,0.00766983199415632,0.0599308490203611,0.018853736201049,-0.0256858716746224,"2007-02","2007-Q1",365600,-0.24535010940919,"2004-11"
2016-05-31,2799,"Merrimack","NH","Concord",393,215400,0.00466417910447761,0.0203694931312174,0.0420899854862119,0.0279128264107302,-0.0125515106565079,"2006-03","2006-Q1",245900,-0.124034160227735,"2004-08"
2016-05-31,1176,"Martin","FL","Port St. Lucie",394,234600,0.00428082191780822,0.0164644714038128,0.10296191819464,0.0836416055615632,-0.026379402891379,"2006-03","2006-Q1",309600,-0.242248062015504,"2004-09"
2016-05-31,2695,"Fairfield","OH","Columbus",395,159200,0.000628535512256443,0.00951173113506658,0.0364583333333333,0.0214097733589698,0.00235432125117629,"2016-05","2016-Q2",159200,0,"2016-05"
2016-05-31,2722,"Hendricks","IN","Indianapolis",396,155000,0.000645577792123951,0.00453661697990927,0.0285335102853351,0.0195476316708483,0.000712461287500021,"2014-06","2014-Q2",163000,-0.049079754601227,"2014-02"
2016-05-31,2527,"Santa Fe","NM","Santa Fe",397,286900,-0.00312717164697707,0,0.00702000702000702,-0.00487727614370237,0.00542136482688238,"2009-06","2009-Q2",404100,-0.290027220984905,"2006-09"
2016-05-31,2470,"Paulding","GA","Atlanta",398,143200,0.0013986013986014,0.0120141342756184,0.0670640834575261,0.040176742902081,-0.00620729352975558,"2006-12","2006-Q4",154300,-0.0719377835385612,"2004-08"
2016-05-31,2495,"Randolph","NC","Greensboro",399,115000,0.00612423447069116,0.0159010600706714,0.0808270676691729,0.0170084716768002,0.00166736303064008,"2006-11","2006-Q4",116500,-0.0128755364806867,"2006-08"
2016-05-31,938,"Citrus","FL","Homosassa Springs",400,125400,0.00480769230769231,0.0137429264349232,0.111702127659574,0.0361476527155979,-0.0359270201282375,"2006-07","2006-Q3",181400,-0.308710033076075,"2004-09"
2016-05-31,3253,"Alexandria City","VA","Washington",401,493600,-0.00343226327478296,-0.00823789431384368,0.0114754098360656,0.0376591662702228,0.00493268246754064,"2015-11","2015-Q4",499400,-0.0116139367240689,"2015-08"
2016-05-31,1782,"Houston","GA","Warner Robins",402,109000,0.00739371534195933,0.0111317254174397,-0.00909090909090909,-0.0123713001880514,0,"2011-01","2011-Q1",119400,-0.0871021775544389,"2006-05"
2016-05-31,1821,"Johnson","IN","Indianapolis",403,137600,-0.000726216412490922,-0.0114942528735632,-0.0309859154929577,0.0152045415070232,0.00624095810101588,"2015-11","2015-Q4",144200,-0.0457697642163662,"2014-11"
2016-05-31,701,"Rowan","NC","Charlotte",404,131000,0.0131477184841454,0.0323089046493302,0.0790774299835255,0.0153377227408027,0.00115230760298601,"2008-03","2008-Q1",137600,-0.0479651162790698,"2007-05"
2016-05-31,446,"Clark","OH","Springfield",405,93400,0.00538213132400431,0.0174291938997821,0.0185387131952017,0.0131360399479645,-0.00935066681453089,"2006-11","2006-Q4",103600,-0.0984555984555985,"2003-07"
2016-05-31,3074,"Washington","UT","St. George",406,219600,0.00273972602739726,0.007801743919229,0.0422401518747034,0.0353331691863601,-0.0124859146696692,"2007-03","2007-Q1",282100,-0.22155264090748,"2006-01"
2016-05-31,3168,"Indian River","FL","Vero Beach",407,173100,0.00756693830034924,0.0146541617819461,0.0928030303030303,0.065916746348107,-0.0336284098514588,"2006-04","2006-Q2",244000,-0.290573770491803,"2004-07"
2016-05-31,1218,"Monroe","IN","Bloomington",408,162400,0.00744416873449132,0.0252525252525253,0.0812250332889481,0.0299818645740992,0.0210971439735725,"2016-05","2016-Q2",162400,0,"2016-05"
2016-05-31,3164,"Hampton City","VA","Virginia Beach",409,157700,0.00126984126984127,0.00766773162939297,0.00831202046035806,-0.0017661268342134,-0.00636610458771203,"2007-11","2007-Q4",179900,-0.123401889938855,"2005-11"
2016-05-31,1930,"Midland","TX","Midland",410,188900,-0.00211304807184363,-0.00631246712256707,-0.00158562367864693,0.0600857309728089,0.0638762174251017,"2015-10","2015-Q4",190500,-0.0083989501312336,"2015-01"
2016-05-31,1703,"Fayette","PA","Pittsburgh",411,82600,-0.00241545893719807,-0.00721153846153846,0.0122549019607843,0.0307286308076007,0.019341174818579,"2016-02","2016-Q1",83200,-0.00721153846153846,"2015-10"
2016-05-31,2923,"Dorchester","SC","Charleston",412,174100,0.00345821325648415,0.0104468949506674,0.0437649880095923,0.0236452385581849,0.00232703809731682,"2006-11","2006-Q4",174400,-0.00172018348623853,"2006-10"
2016-05-31,255,"Napa","CA","Napa",413,564000,0.00570613409415121,0.0234077299945563,0.116610572163928,0.104966393567446,-0.00919789901465407,"2006-02","2006-Q1",621200,-0.0920798454603992,"2005-02"
2016-05-31,1575,"Calhoun","MI","Battle Creek",414,93800,0.0075187969924812,0.0151515151515152,0.0831408775981524,0.0325978389610568,-0.0149060903630982,"2006-11","2006-Q4",109200,-0.141025641025641,"2002-11"
