"Date","RegionID","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI" 
2016-05-31,35861,"Muskego","WI","Milwaukee","Waukesha",1753,255300,0.00472255017709563,0.0163216560509554,0.0424663127807268,0.0203825009402272,-0.00109018356536206,"2006-04","2006-Q2",258200,-0.0112316034082107,"2006-02"
2016-05-31,26336,"Oswego","IL","Chicago","Kendall",1754,225700,0.00311111111111111,0.01392632524708,-0.00747581354441513,0.0171533912453188,-0.0185226045984237,"2007-05","2007-Q2",278200,-0.188713156002876,"2003-05"
2016-05-31,31590,"Forest Hills","MI","Grand Rapids","Kent",1755,313400,0.00288,0.0106417284746856,0.0208469055374593,0.0492806347918906,0.0173396244273258,"2016-05","2016-Q2",313400,0,"2016-05"
2016-05-31,51813,"East Saint Louis","IL","St. Louis","Saint Clair",1756,42700,0.00945626477541371,0.0289156626506024,0.0728643216080402,-0.0177496349413042,-0.0185638184686771,"2007-12","2007-Q4",56400,-0.24290780141844,"2003-05"
2016-05-31,47555,"Sand Springs","OK","Tulsa","Tulsa",1757,121700,0.00412541254125413,0.0158597662771285,0.0779450841452613,0.0253148781232948,,"2016-05","2016-Q2",121700,0,"2016-05"
2016-05-31,34718,"Wentzville","MO","St. Louis","Saint Charles",1758,203700,0.0069204152249135,0.0267137096774194,0.0732349841938883,0.0328529475929691,-0.00289875194921219,"2007-03","2007-Q1",213900,-0.0476858345021038,"2005-08"
2016-05-31,7739,"Wakefield","MA","Boston","Middlesex",1759,469500,0.00729457198026175,0.0235448005232178,0.0726525017135024,0.0444189151674061,0.0145876410295007,"2016-05","2016-Q2",469500,0,"2016-05"
2016-05-31,14959,"Balch Springs","TX","Dallas-Fort Worth","Dallas",1760,93300,0.0108342361863489,0.0389755011135857,0.301255230125523,0.0820471853231393,0.0062090173758298,"2016-05","2016-Q2",93300,0,"2016-05"
2016-05-31,23477,"Amityville","NY","New York","Suffolk",1761,287300,0.00948699929725931,0.0286430361618332,0.0253390435403283,0.00689279417723543,-0.0282144910993144,"2006-08","2006-Q3",384200,-0.252212389380531,"2004-06"
2016-05-31,53018,"Lodi","NJ","New York","Bergen",1762,341400,0.00411764705882353,0.0085672082717873,0.0459558823529412,0.00797893748497325,-0.0196161598311358,"2007-05","2007-Q2",432500,-0.210635838150289,"2004-09"
2016-05-31,4498,"East Windsor","NJ","Trenton","Mercer",1763,237400,-0.00377675199328577,-0.00669456066945607,-0.00876826722338205,-0.00612020844952232,-0.0254776239188043,"2006-08","2006-Q3",310300,-0.234933934901708,"2003-10"
2016-05-31,30275,"Ashland","OR","Medford","Jackson",1764,383800,0.000521376433785193,0.00655651717807501,0.0993984531652821,0.0596290812290332,-0.0104240031547905,"2006-02","2006-Q1",428200,-0.103689864549276,"2005-05"
2016-05-31,5624,"Liberty","MO","Kansas City","Clay",1765,156400,0.00256410256410256,0.010989010989011,0.0426666666666667,0.0106926782074421,-0.00503664754903543,"2006-04","2006-Q2",165000,-0.0521212121212121,"2003-11"
2016-05-31,397326,"Town of Menasha","WI","Oshkosh","Winnebago",1766,143400,0.00631578947368421,0.0170212765957447,0.000697836706210747,0.0167051982141817,0.00190260406315224,"2008-05","2008-Q2",147300,-0.0264765784114053,"2007-12"
2016-05-31,35469,"Elkridge","MD","Baltimore","Howard",1767,326300,0.00214987714987715,0.00896722325293754,0.0216030056355667,0.0192011511103429,-0.0104928711538586,"2006-09","2006-Q3",368700,-0.114998643883916,"2005-06"
2016-05-31,4131,"Cliffside Park","NJ","New York","Bergen",1768,424600,0,0.00807217473884141,0.0476190476190476,0.0234689286034369,-0.0135572974498245,"2007-04","2007-Q2",505200,-0.159540775930325,"2004-12"
2016-05-31,40516,"Red Bluff","CA","Red Bluff","Tehama",1769,166200,0.00849514563106796,0.0303781773093614,0.0433145009416196,0.0980852501327689,0.0046916287096328,"2005-10","2005-Q4",167400,-0.00716845878136201,"2005-09"
2016-05-31,41001,"Spanish Fork","UT","Provo","Utah",1770,209500,0.00915221579961464,0.0284732449680903,0.0821280991735537,0.0544685472512298,0.0141711777073792,"2008-02","2008-Q1",239100,-0.123797574236721,"2007-01"
2016-05-31,51338,"Centralia","WA","Centralia","Lewis",1771,157600,0.00702875399361022,0.0200647249190939,0.053475935828877,0.0275135456183482,-0.00360757749962559,"2007-06","2007-Q2",177600,-0.112612612612613,"2006-01"
2016-05-31,54051,"Ramsey","MN","Minneapolis-St Paul","Anoka",1772,220900,0.0013599274705349,0.0109839816933638,0.0871062992125984,0.0665000417592481,-0.00663244099135563,"2006-07","2006-Q3",236700,-0.066751161808196,"2004-09"
2016-05-31,399108,"Adrian Township","MI","Adrian","Lenawee",1773,80300,0.00752823086574655,0.0347938144329897,0.0778523489932886,0.0229143659014011,-0.0298283043439809,"2006-01","2006-Q1",109900,-0.26933575978162,"1999-02"
2016-05-31,50009,"Walker","MI","Grand Rapids","Kent",1774,162300,0.00682382133995037,0.0194723618090452,0.0727032385988103,0.0566753160081233,0.00804674274386064,"2016-05","2016-Q2",162300,0,"2016-05"
2016-05-31,29408,"Vincennes","IN","Vincennes","Knox",1775,92600,0.00433839479392625,0.0209481808158765,0.126520681265207,0.0539650230925302,0.0141016997211985,"2016-05","2016-Q2",92600,0,"2016-05"
2016-05-31,18614,"Homosassa","FL","Homosassa Springs","Citrus",1776,148500,0.00609756097560976,0.0164271047227926,0.0760869565217391,0.0325882661698758,-0.0365974983294133,"2006-07","2006-Q3",215700,-0.311543810848401,"2004-07"
2016-05-31,47783,"Southlake","TX","Dallas-Fort Worth","Tarrant",1777,632200,0.00588703261734288,0.0186915887850467,0.0666441707440526,0.0581769990555789,0.0373567180447059,"2016-05","2016-Q2",632200,0,"2016-05"
2016-05-31,23504,"Aptos","CA","Santa Cruz","Santa Cruz",1778,822300,0.00895705521472393,0.0362948960302457,0.0861180821555937,0.0842345380326845,0.00116269692385207,"2006-03","2006-Q1",826300,-0.0048408568316592,"2006-02"
2016-05-31,51550,"Cornelius","NC","Charlotte","Mecklenburg",1779,254600,0.00513225424397947,0.0135350318471338,0.0516315572077654,0.0423644270869621,0.0180480439070154,"2016-05","2016-Q2",254600,0,"2016-05"
2016-05-31,35973,"Maywood","IL","Chicago","Cook",1780,125900,0.00639488409272582,0.0120578778135048,0.0210867802108678,0.00930924778103126,-0.0370243506201297,"2007-06","2007-Q2",194000,-0.351030927835052,"2001-12"
2016-05-31,47547,"San Fernando","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1781,397100,0.00966183574879227,0.0403458213256484,0.12048532731377,0.0950424645432053,-0.0196761349331254,"2007-01","2007-Q1",496700,-0.200523454801691,"2005-04"
2016-05-31,14506,"Waynesville","NC","Asheville","Haywood",1782,156900,0.016850291639663,0.0439121756487026,0.0673469387755102,0.0386510158991209,0.0243085041492244,"2016-05","2016-Q2",156900,0,"2016-05"
2016-05-31,13032,"North Potomac","MD","Washington","Montgomery",1783,630900,-0.000316906987799081,0,0.00222398729150119,0.0118541413310445,-0.00484534865256592,"2006-03","2006-Q1",664600,-0.050707192296118,"2005-04"
2016-05-31,44633,"Cleburne","TX","Dallas-Fort Worth","Johnson",1784,100500,0.0110663983903421,0.0702875399361022,0.135593220338983,0.0400092521319593,0.0116593567726384,"2016-05","2016-Q2",100500,0,"2016-05"
2016-05-31,34749,"West Linn","OR","Portland","Clackamas",1785,452100,0.0116357126874021,0.037164487267722,0.104568775958954,0.0663471635431918,0.0114626755824379,"2016-05","2016-Q2",452100,0,"2016-05"
2016-05-31,6055,"Morton Grove","IL","Chicago","Cook",1786,276700,0.00691411935953421,0.0229205175600739,0.0589360887868351,0.0325071592609503,-0.0313277352644494,"2006-08","2006-Q3",382700,-0.27697935719885,"2002-11"
2016-05-31,54201,"Romulus","MI","Detroit","Wayne",1787,67400,0.00898203592814371,0.00597014925373134,0.0766773162939297,0.00727790575949649,,"2010-03","2010-Q1",85200,-0.208920187793427,
2016-05-31,11011,"Culpeper","VA","Washington","Culpeper",1788,239500,0,0.000417710944026733,-0.00291423813488759,0.0453124153223239,-0.0230176068996936,"2006-04","2006-Q2",303400,-0.210613052076467,"2004-11"
2016-05-31,52216,"Gladstone","MO","Kansas City","Clay",1789,122500,0.00574712643678161,0.0157545605306799,0.0587726879861711,0.00114679200545331,-0.0132643816020585,"2005-05","2005-Q2",140900,-0.130589070262598,"2001-06"
2016-05-31,24701,"Festus","MO","St. Louis","Jefferson",1790,138000,0.00436681222707424,0.00950987564008778,0.0415094339622641,0.00262930887382229,-0.00948574178547823,"2009-07","2009-Q3",157000,-0.121019108280255,"2005-05"
2016-05-31,36906,"Palmer","AK","Anchorage","Matanuska Susitna",1791,245800,-0.00203004466098254,-0.0048582995951417,0.0336417157275021,0.0292527854270326,0.00536230029835383,"2009-11","2009-Q4",264600,-0.0710506424792139,"2007-01"
2016-05-31,12515,"Mahwah","NJ","New York","Bergen",1792,444900,0.00044974139869575,0.004062288422478,0.0324901369227199,0.0155825092794961,-0.0150213572549673,"2006-08","2006-Q3",520600,-0.145409143296197,"2004-06"
2016-05-31,10223,"Austintown","OH","Youngstown","Mahoning",1793,78100,-0.00255427841634738,0.00774193548387097,0.0344370860927152,0.00813328557604009,-0.0147367509717026,"2006-04","2006-Q2",91100,-0.142700329308452,"2000-03"
2016-05-31,43804,"Elk River","MN","Minneapolis-St Paul","Sherburne",1794,216000,0.00699300699300699,0.0285714285714286,0.105990783410138,0.0637268304915088,-0.00936058992640143,"2006-05","2006-Q2",237300,-0.0897597977243995,"2004-08"
2016-05-31,396727,"Greater Upper Marlboro","MD","Washington","Prince Georges",1795,287200,0.0188009932600213,0.050091407678245,0.0696461824953445,0.0251154845666914,,"2016-05","2016-Q2",287200,0,"2016-05"
2016-05-31,51858,"El Cerrito","CA","San Francisco","Contra Costa",1796,747900,-0.000935078813785733,0.00321931589537223,0.050273837944109,0.0879413788191272,0.0111202514104711,"2016-03","2016-Q1",748900,-0.00133529176124983,"2016-03"
2016-05-31,38008,"Coos Bay","OR","Coos Bay","Coos",1797,161600,0.00748129675810474,0.017632241813602,0.0412371134020618,0.0216330830115943,-0.00340085938926404,"2007-04","2007-Q2",176200,-0.0828603859250851,"2005-12"
2016-05-31,53785,"Palatka","FL","Palatka","Putnam",1798,66600,0.00150375939849624,0.00604229607250755,0.00604229607250755,-0.0135457690413987,-0.0511586912684725,"2006-12","2006-Q4",121400,-0.451400329489292,"2003-09"
2016-05-31,52835,"Ladera Ranch","CA","Los Angeles-Long Beach-Anaheim","Orange",1799,795800,-0.00250689395838556,-0.0117968458959394,0.0515327695560254,0.0752411637942483,-0.0077515031749753,"2006-02","2006-Q1",869600,-0.0848666053357866,"2005-02"
2016-05-31,395803,"Town of Manlius","NY","Syracuse","Onondaga",1800,172700,-0.00632911392405063,-0.0137064534551685,-0.0341163310961969,0.00162924173902446,-0.00313014384127297,"2007-03","2007-Q1",183900,-0.0609026644915715,"2005-07"
2016-05-31,35927,"Patterson","CA","Modesto","Stanislaus",1801,278500,0.00179856115107914,0.015311702515494,0.0752895752895753,0.133559846331213,-0.0479653504789065,"2006-02","2006-Q1",459600,-0.394038294168842,"2003-12"
2016-05-31,41341,"Uniondale","NY","New York","Nassau",1802,321300,0.00721003134796238,0.0174160861304623,0.0825471698113208,0.0273860454340276,-0.0186609190108551,"2007-05","2007-Q2",410400,-0.217105263157895,"2004-11"
2016-05-31,397242,"Merrimack","NH","Manchester","Hillsborough",1803,249400,0.00645682001614205,0.020040899795501,0.0322847682119205,0.0357786474137509,-0.00950740239192538,"2005-10","2005-Q4",276200,-0.0970311368573498,"2004-05"
2016-05-31,36733,"Severna Park","MD","Baltimore","Anne Arundel",1804,463800,-0.000646412411118293,0.00324464633354964,-0.011930123561994,0.0151543212707319,-0.0103205865017179,"2006-03","2006-Q1",514900,-0.0992425713730822,"2005-04"
2016-05-31,39308,"La Verne","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",1805,598600,-0.000167028561884082,0.00876306033029997,0.0503597122302158,0.0666686279506343,-0.000881114180254383,"2006-06","2006-Q2",605100,-0.0107420261113865,"2006-02"
2016-05-31,20391,"Scotch Plains","NJ","New York","Union",1806,475600,0.00147399452516319,0.0132083510864934,0.0838650865998177,0.030380397791683,-0.00688110993744184,"2006-05","2006-Q2",509600,-0.0667189952904239,"2005-06"
2016-05-31,43267,"Somerton","AZ","Yuma","Yuma",1807,113700,0.00353045013239188,-0.010443864229765,-0.017286084701815,0.0256012668597232,-0.0204528861969443,"2007-05","2007-Q2",161500,-0.295975232198142,"2005-04"
2016-05-31,34023,"Smyrna","DE","Dover","Kent",1808,219400,-0.00634057971014493,0.0105941962229387,0.0373522458628842,0.0198125872215977,0.0041019850181685,"2007-07","2007-Q3",230200,-0.0469157254561251,"2006-10"
2016-05-31,54352,"Seal Beach","CA","Los Angeles-Long Beach-Anaheim","Orange",1809,891500,0.00507328072153326,0.0166495609533584,0.0623212583412774,0.0515744594672252,-0.00638778327468037,"2006-04","2006-Q2",959300,-0.0706765349734181,"2005-11"
2016-05-31,20578,"South Plainfield","NJ","New York","Middlesex",1810,317000,-0.00220333648095688,0.0108418367346939,0.0202767943353717,0.00603846572041533,-0.00962765946238597,"2006-09","2006-Q3",357800,-0.114030184460593,"2005-05"
2016-05-31,10074,"Algonquin","IL","Chicago","McHenry",1811,224500,0.00267976775346137,0.0149186256781193,0.0251141552511416,0.00877889111938424,-0.0249725886593999,"2006-06","2006-Q2",289100,-0.223452092701487,"2002-04"
2016-05-31,10661,"Caledonia","WI","Racine","Racine",1812,177500,0.00909607731665719,0.0171919770773639,0.0195290063182079,0.0125126601762529,-0.0184808953598808,"2006-03","2006-Q1",215000,-0.174418604651163,"2004-06"
2016-05-31,25828,"McHenry","IL","Chicago","McHenry",1813,154700,0.005851755526658,0.0144262295081967,0.0251822398939695,0.00538654398365246,-0.0321087733297634,"2006-05","2006-Q2",214400,-0.278451492537313,"2001-05"
2016-05-31,10721,"Carpentersville","IL","Chicago","Kane",1814,136300,0.0073909830007391,0.0209737827715356,0.0681818181818182,0.0242687222028224,-0.0242360463338911,"2007-08","2007-Q3",175600,-0.22380410022779,"2002-03"
2016-05-31,56739,"Warrington","PA","Philadelphia","Bucks",1815,357700,-0.000837988826815642,0.00505760044956448,0.0159045725646123,0.0184829381802714,-0.00634275183702604,"2007-05","2007-Q2",392900,-0.0895902265207432,"2005-05"
2016-05-31,50946,"Bella Vista","AR","Fayetteville","Benton",1816,149800,0.00604432505036938,0.0176630434782609,0.0730659025787966,0.0281271892367152,-0.0000667311759192657,"2006-11","2006-Q4",154200,-0.0285343709468223,"2006-05"
2016-05-31,5926,"Miami Lakes","FL","Miami-Fort Lauderdale","Miami-Dade",1817,340300,0.00383480825958702,0.0121951219512195,0.030587522713507,0.0780543277239663,-0.0200736771345061,"2007-03","2007-Q1",432400,-0.212997224791859,"2005-06"
2016-05-31,396711,"Highland","IN","Chicago","Lake",1818,146500,0.00342465753424658,0.00687285223367698,0.0209059233449477,0.00330904794156184,-0.00222508508251373,"2008-06","2008-Q2",164100,-0.107251675807434,"2005-11"
2016-05-31,398015,"Blackman Township","MI","Jackson","Jackson",1819,87400,-0.00342075256556442,-0.0101925254813137,0.0234192037470726,0.042145521125007,-0.0238835611279755,"2006-01","2006-Q1",113400,-0.229276895943563,"2000-06"
2016-05-31,10868,"Clinton","MS","Jackson","Hinds",1820,132900,0.00150715900527506,0.00758150113722517,0.0238828967642527,0.0100795567407415,0.0315650092186888,"2009-10","2009-Q4",141400,-0.0601131541725601,"2009-04"
2016-05-31,13974,"Springville","UT","Provo","Utah",1821,208700,0.00675349734684033,0.020039100684262,0.0719054956343092,0.0481120184665522,0.0130619373791736,"2009-05","2009-Q2",229200,-0.0894415357766143,"2007-02"
2016-05-31,26044,"Munster","IN","Chicago","Lake",1822,208700,0,-0.00429389312977099,0.0101645692158761,0.0152390076821625,0.00779921915737436,"2008-06","2008-Q2",227800,-0.0838454784899034,"2007-08"
2016-05-31,36510,"West Hempstead","NY","New York","Nassau",1823,415700,0.00265315967197299,0.00702519379844961,0.0279426310583581,0.0343555260398971,-0.00851223210045127,"2007-05","2007-Q2",456500,-0.0893756845564074,"2005-04"
2016-05-31,45065,"Easton","MA","Providence","Bristol",1824,375300,0.00778732545649839,0.0262510254306809,0.049496644295302,0.0396424810690865,-0.00467374125045883,"2005-07","2005-Q3",402500,-0.0675776397515528,"2004-06"
2016-05-31,26492,"Pikesville","MD","Baltimore","Baltimore",1825,240300,0.00417885499373172,0.0143520472773322,0.0775784753363229,0.0239321472951122,-0.0126773223269085,"2007-03","2007-Q1",279000,-0.138709677419355,"2005-09"
2016-05-31,5787,"Mansfield","MA","Providence","Bristol",1826,385600,0.00889586603872318,0.0337801608579088,0.0489662676822633,0.0298897634713076,-0.00400773487115136,"2005-06","2005-Q2",416400,-0.0739673390970221,"2004-06"
2016-05-31,29910,"North Pole","AK","Fairbanks","Fairbanks North Star",1827,207900,0.00241080038572806,0.00629235237173282,0.0389805097451274,-0.000576203206114401,-0.000670918292403289,"2008-05","2008-Q2",254000,-0.181496062992126,"2005-12"
2016-05-31,12446,"Lorton","VA","Washington","Fairfax",1828,410000,0.000243961941937058,0.00416360519226059,0.0118460019743337,0.0361485191827078,-0.0169624637800685,"2006-02","2006-Q1",489700,-0.162752705738207,"2005-02"
2016-05-31,5963,"Millington","TN","Memphis","Shelby",1829,110400,0.00363636363636364,0.0165745856353591,0.0812928501469148,0.0145646491426845,-0.000451773970726266,"2007-05","2007-Q2",116500,-0.0523605150214592,"2005-11"
2016-05-31,56365,"Mercer Island","WA","Seattle","King",1830,1232100,0.0112442547603414,0.0546995377503852,0.154624683722238,0.0965071248642295,0.0315517294832937,"2016-05","2016-Q2",1232100,0,"2016-05"
2016-05-31,22544,"Poulsbo","WA","Bremerton","Kitsap",1831,345500,0.00728862973760933,0.02705112960761,0.104539641943734,0.0362151858150832,-0.00517520836797936,"2007-06","2007-Q2",374300,-0.0769436281057975,"2006-02"
2016-05-31,37661,"Burlington","MA","Boston","Middlesex",1832,475600,0.00464723278411491,0.016673792218897,0.0762615976465264,0.0402175137353507,0.0105539833670236,"2016-05","2016-Q2",475600,0,"2016-05"
2016-05-31,41014,"Spotsylvania","VA","Washington","Spotsylvania",1833,207800,0.00192864030858245,0.0107003891050584,0.0564311133706151,0.0565929507080343,-0.0228730211666692,"2006-06","2006-Q2",262300,-0.207777354174609,"2004-12"
2016-05-31,5714,"Lower Paxton","PA","Harrisburg","Dauphin",1834,232100,0.00302506482281763,0.0166447656592203,0.0454954954954955,0.00966663168116377,0.00231264418846577,"2007-07","2007-Q3",234600,-0.0106564364876385,"2007-03"
2016-05-31,24437,"Dublin","GA","Dublin","Laurens",1835,109600,0.00091324200913242,0.00920810313075507,0.0488038277511962,0.0266382318743401,0,"2008-02","2008-Q1",116600,-0.0600343053173242,"2007-10"
2016-05-31,19296,"Medford","NJ","Philadelphia","Burlington",1836,325800,-0.00183823529411765,0.000307031010132023,0.0140056022408964,-0.00164926681360089,-0.0209921777744335,"2006-06","2006-Q2",404200,-0.193963384463137,"2004-03"
2016-05-31,52776,"King George","VA",,"King George",1837,255400,0.00868878357030016,0.0356853203568532,0.0433006535947712,0.0325531130321157,-0.0163917196403641,"2006-04","2006-Q2",302000,-0.154304635761589,"2005-01"
2016-05-31,40242,"Paradise","CA","Chico","Butte",1838,223100,0.00767841011743451,0.0285846011987091,0.0979330708661417,0.0668889276681652,-0.022530659905196,"2006-05","2006-Q2",280200,-0.20378301213419,"2004-07"
2016-05-31,119404,"Columbine","CO","Denver","Jefferson",1839,367700,0.00519409513395298,0.0222407561857103,0.108197709463532,0.0817785618055254,0.033296065194818,"2016-05","2016-Q2",367700,0,"2016-05"
2016-05-31,13896,"Solon","OH","Cleveland","Cuyahoga",1840,263900,0.000379075056861259,0.0107238605898123,0.0316653635652854,0.0249553112878718,-0.00109231004781585,"2007-05","2007-Q2",270100,-0.0229544613106257,"2005-05"
2016-05-31,54056,"Randallstown","MD","Baltimore","Baltimore",1841,226900,0.00398230088495575,0.0188594521778177,0.120493827160494,0.0283512543184543,-0.0112969020202701,"2007-07","2007-Q3",269300,-0.157445228369848,"2005-09"
2016-05-31,23680,"Berkeley","NJ","New York","Ocean",1842,266300,0.00376931775348662,0.00947687642153146,0.0418622848200313,0.0032611036781669,-0.022543352680912,"2006-10","2006-Q4",338400,-0.21306146572104,"2004-06"
2016-05-31,51677,"Deer Park","NY","New York","Suffolk",1843,313500,0.00384245917387128,0.00868725868725869,0.021505376344086,0.00459209594628929,-0.0272825492268176,"2006-09","2006-Q3",419100,-0.251968503937008,"2003-10"
2016-05-31,31639,"Franklin","NC",,"Macon",1844,106200,0.0114285714285714,0.0381231671554252,0.114375655823715,-0.0075473382125546,,"2011-06","2011-Q2",111800,-0.0500894454382826,"2011-03"
2016-05-31,10965,"Cottonwood","AZ","Prescott","Yavapai",1845,183500,-0.00271739130434783,0.00547945205479452,0.063768115942029,0.0760434084136419,-0.0240592200593317,"2006-08","2006-Q3",236900,-0.225411566061629,"2005-03"
2016-05-31,50049,"Washington","MI","Detroit","Macomb",1846,288800,0.00627177700348432,0.025204117855875,0.0536300620211602,0.0816032508308666,0.00353018930552951,"2016-05","2016-Q2",288800,0,"2016-05"
2016-05-31,47384,"Ridgeland","MS","Jackson","Madison",1847,165200,0.000605693519079346,-0.000604960677555959,0.00916310323762981,0.00170358739263055,,"2009-11","2009-Q4",184600,-0.105092091007584,"2009-08"
2016-05-31,397306,"Town of Marshfield","MA","Boston","Plymouth",1848,400400,-0.00273972602739726,-0.00149625935162095,0.0111111111111111,0.029160231535013,-0.0086860849333813,"2005-12","2005-Q4",443000,-0.0961625282167043,"2004-07"
2016-05-31,30354,"Batavia","IL","Chicago","Kane",1849,271100,0.00295967443581206,0.00556379821958457,0.0292331055429005,0.0225476499073762,-0.0125197012849639,"2006-08","2006-Q3",310700,-0.127454135822337,"2004-08"
2016-05-31,54443,"Smithtown","NY","New York","Suffolk",1850,433500,0.00115473441108545,0.00092357423227892,-0.0165607985480944,-0.00242743543815394,-0.021383326373653,"2006-04","2006-Q2",538600,-0.195135536576309,"2003-11"
2016-05-31,126391,"The Crossings","FL","Miami-Fort Lauderdale","Miami-Dade",1851,237300,0.00423190859077444,0.00253485424588086,0.061744966442953,0.088492037613471,-0.0162696801559933,"2006-11","2006-Q4",295200,-0.196138211382114,"2005-05"
2016-05-31,27127,"Smithfield","NC","Raleigh","Johnston",1852,126900,0.0023696682464455,0.00954653937947494,0.0160128102481986,0.00774161122723216,0.0077257952426748,"2007-06","2007-Q2",129600,-0.0208333333333333,"2006-12"
2016-05-31,24303,"Dahlonega","GA",,"Lumpkin",1853,180200,0.00278241513633834,0.0123595505617978,0.0350373348650201,0.0438499530665553,-0.00694165231023047,"2008-07","2008-Q3",213900,-0.1575502571295,"2005-04"
2016-05-31,10769,"Central Point","OR","Medford","Jackson",1854,214100,0.00800376647834275,0.0224450811843362,0.120355834641549,0.0678406730730154,-0.0214714461437786,"2006-04","2006-Q2",266400,-0.196321321321321,"2005-01"
2016-05-31,16704,"Albemarle","NC","Albemarle","Stanly",1855,105200,0.00959692898272553,0.0354330708661417,0.0615539858728557,0.020391998937147,0.0000951067644319181,"2007-11","2007-Q4",110300,-0.0462375339981868,"2006-06"
2016-05-31,32522,"Lisle","IL","Chicago","Du Page",1856,269400,0.00223214285714286,0.00823353293413174,0.02316748955564,0.0226149987962063,-0.0131727669427046,"2006-09","2006-Q3",310800,-0.133204633204633,"2004-09"
2016-05-31,40026,"Nogales","AZ","Nogales","Santa Cruz",1857,110200,0.00639269406392694,0.0337711069418387,0.0475285171102662,0.0216667980497185,-0.0155518034401997,"2007-08","2007-Q3",135900,-0.189109639440765,"2005-01"
2016-05-31,396236,"Vineyard","CA","Sacramento","Sacramento",1858,338000,0.00445765230312036,0.0137972405518896,0.0767760433259,0.108991787276598,-0.0236501451837567,"2005-11","2005-Q4",437900,-0.228134277232245,"2004-07"
2016-05-31,37844,"Chelmsford","MA","Boston","Middlesex",1859,383500,0.00418957842367112,0.0140137493389741,0.0682451253481894,0.0363494034172249,0.00152510089418212,"2016-05","2016-Q2",383500,0,"2016-05"
2016-05-31,19190,"Maple Heights","OH","Cleveland","Cuyahoga",1860,52700,-0.0093984962406015,-0.0294659300184162,0.0456349206349206,-0.0275492889565215,-0.0639943132752121,"2007-03","2007-Q1",102600,-0.48635477582846,
2016-05-31,38598,"Franklin Square","NY","New York","Nassau",1861,440200,0.00502283105022831,0.0112566046404778,0.040661938534279,0.0325801073188416,-0.00567945705981521,"2006-11","2006-Q4",475300,-0.0738480959394067,"2005-07"
2016-05-31,396602,"Candler-Mcafee","GA","Atlanta","Dekalb",1862,91400,0.00329308452250274,0.0351075877689694,0.212201591511936,0.0725364626703555,-0.0432363654638965,"2005-11","2005-Q4",144500,-0.367474048442907,"2000-10"
2016-05-31,48589,"Wyandotte","MI","Detroit","Wayne",1863,94700,0.00637619553666312,0.0160944206008584,0.0922722029988466,0.0863133810819574,-0.0264395260890659,"2005-06","2005-Q2",129200,-0.26702786377709,"1999-05"
2016-05-31,15772,"Mercerville","NJ","Trenton","Mercer",1864,252800,0.00198176773682124,0.00476947535771065,0.0112,-0.00360003087221106,-0.0207264448507785,"2006-06","2006-Q2",312000,-0.18974358974359,"2004-05"
2016-05-31,10344,"Belmont","MA","Boston","Middlesex",1865,854200,0.00612485276796231,0.0258196229134142,0.0713658597767465,0.0589760113911069,0.0265487854043611,"2016-05","2016-Q2",854200,0,"2016-05"
2016-05-31,21186,"Webster Groves","MO","St. Louis","Saint Louis",1866,262200,0.00306044376434583,0.0246189917936694,0.100755667506297,0.03694752859037,0.0124431942590384,"2016-05","2016-Q2",262200,0,"2016-05"
2016-05-31,124027,"Coral Terrace","FL","Miami-Fort Lauderdale","Miami-Dade",1867,310700,0.013042060645582,0.0230490615739216,0.113620071684588,0.101857054812161,-0.0245073538806179,"2007-02","2007-Q1",422200,-0.264092846991947,"2005-03"
2016-05-31,5719,"Lucedale","MS",,"George",1868,132200,0.00151515151515152,0.0192752505782575,0.040125885129819,0.00460142138946318,0.0314447557445785,"2009-06","2009-Q2",138900,-0.0482361411087113,"2009-04"
2016-05-31,117041,"Oildale","CA","Bakersfield","Kern",1869,133600,0.00754147812971342,0.0284834488067744,0.0800323362974939,0.101478055669838,-0.0510425574061896,"2006-05","2006-Q2",225600,-0.407801418439716,"2004-09"
2016-05-31,56814,"Somerset","NJ","New York","Somerset",1870,270100,0.00334323922734027,0.0196300490751227,0.0509727626459144,0.000222288107323498,-0.0242629397626455,"2006-03","2006-Q1",345700,-0.218686722591843,"2004-03"
2016-05-31,30312,"Avon Park","FL","Sebring","Highlands",1871,78400,0.00641848523748395,0.0234986945169713,0.0949720670391061,0.02587251490708,-0.043725534770146,"2007-01","2007-Q1",130300,-0.398311588641596,"2004-08"
2016-05-31,43591,"Candler","NC","Asheville","Buncombe",1872,203300,0.002465483234714,0.0195586760280843,0.106695699510071,0.0387569272977104,0.00652424336332214,"2016-05","2016-Q2",203300,0,"2016-05"
2016-05-31,54009,"Princeton","FL","Miami-Fort Lauderdale","Miami-Dade",1873,183500,0.0166204986149584,0.0455840455840456,0.146875,0.130901758263183,-0.0307610607225737,"2006-11","2006-Q4",274900,-0.332484539832666,"2005-02"
2016-05-31,31092,"Cranford","NJ","New York","Union",1874,446400,0.000224064530584808,0.0045004500450045,0.0412876137158852,0.0188025016742344,-0.00671224644391311,"2006-05","2006-Q2",477500,-0.065130890052356,"2005-06"
